Issue,Storypoint
"Improve User Experience when Redis is not running
Redis is not running we get a nasty stacktrace:    {code}  ~/dev/git/spring-xd/dist/spring-xd/xd/bin (master)] ➔ ./xd-container   13/05/29 16:17:15 INFO support.ClassPathXmlApplicationContext: Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@851052d: startup date [Wed May 29 16:17:15 EDT 2013]; root of context hierarchy  13/05/29 16:17:16 INFO xml.XmlBeanDefinitionReader: Loading XML bean definitions from class path resource [META-INF/spring/launcher.xml]  13/05/29 16:17:16 INFO xml.XmlBeanDefinitionReader: Loading XML bean definitions from class path resource [META-INF/spring/redis.xml]  13/05/29 16:17:17 INFO support.DefaultListableBeanFactory: Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4934ce4a: defining beans [org.springframework.context.support.PropertySourcesPlaceholderConfigurer#0,redisConnectionFactory,org.springframework.xd.dirt.launcher.RedisContainerLauncher#0]; root of factory hierarchy  13/05/29 16:17:17 INFO support.DefaultListableBeanFactory: Destroying singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4934ce4a: defining beans [org.springframework.context.support.PropertySourcesPlaceholderConfigurer#0,redisConnectionFactory,org.springframework.xd.dirt.launcher.RedisContainerLauncher#0]; root of factory hierarchy  Exception in thread ""main"" org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'redisConnectionFactory' defined in class path resource [META-INF/spring/redis.xml]: Invocation of init method failed; nested exception is com.lambdaworks.redis.RedisException: Unable to connect    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1488)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:524)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:461)    org.springframework.beans.factory.support.AbstractBeanFactory$1.getObject(AbstractBeanFactory.java:295)    org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:223)    org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:292)    org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:194)    org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:626)    org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:932)    org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:479)    org.springframework.context.support.ClassPathXmlApplicationContext.<init>(ClassPathXmlApplicationContext.java:139)    org.springframework.context.support.ClassPathXmlApplicationContext.<init>(ClassPathXmlApplicationContext.java:83)    org.springframework.xd.dirt.launcher.RedisContainerLauncher.main(RedisContainerLauncher.java:68)    org.springframework.xd.ContainerMain.main(ContainerMain.java:68)  Caused by: com.lambdaworks.redis.RedisException: Unable to connect    com.lambdaworks.redis.RedisClient.connect(RedisClient.java:176)    com.lambdaworks.redis.RedisClient.connectAsync(RedisClient.java:139)    org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory.initConnection(LettuceConnectionFactory.java:108)    org.springframework.data.redis.connection.lettuce.LettuceConnectionFactory.afterPropertiesSet(LettuceConnectionFactory.java:86)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1547)    org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.initializeBean(AbstractAutowireCapableBeanFactory.java:1485)  	... 13 more  Caused by: java.net.ConnectException: Connection refused: localhost/127.0.0.1:6379    sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)    sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:599)    org.jboss.netty.channel.socket.nio.NioClientBoss.connect(NioClientBoss.java:150)    org.jboss.netty.channel.socket.nio.NioClientBoss.processSelectedKeys(NioClientBoss.java:105)    org.jboss.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:79)    org.jboss.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)    org.jboss.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)    java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)    java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)    java.lang.Thread.run(Thread.java:680)  {code}    I think it would be helpful to provide users with some helpful advice e.g.:    Redis does not seem to be running at 'localhost/127.0.0.1:6379'. Did you start or install Redis? Please see for further help http://foo/bar      ",2
"Create asciidoc toolchain script to create a 'toc2' style html output
Publishing an html version of the guide that uses the 'toc2' style format, table of contents on the left.    Looks like a 'stylesheet factory' http://asciidoctor.org/docs/produce-custom-themes-using-asciidoctor-stylesheet-factory/  needs to be installed.    From the theme showcase, http://themes.asciidoctor.org/preview/, the 'golo' theme has a toc2 style.    In the root of the git repo for the wiki is a build.gradle file that uses the asciidoctor gradle plugin, but it doesn't support using a single file with import as input. (See See https://github.com/asciidoctor/asciidoctor-gradle-plugin/issues/15 )    The mvn plugin does support this, so maybe using mvn is an option or just a bash script.",4
"Publish Spring XD final distribution zip as part of Bamboo artifactory plugin
Currently, Bamboo's gradle artifactory plugin has the artifacts configured to projects target(build) directory 'archives'. We need to have a way to set the final distribution archive as one of the gradle 'configurations' in our build.gradle and refer it inside bamboo artifacts.",2
"Add Redis binaries for Windows
Presently, Spring XD does not ship Windows binaries for Redis. However, Microsoft is actively working [1] on supporting Redis on Windows. You can download Windows Redis binaries from:    https://github.com/MSOpenTech/redis/tree/2.6/bin/release     [1] http://blogs.msdn.com/b/interoperability/archive/2013/04/22/redis-on-windows-stable-and-reliable.aspx",2
"Create rich gauge module
Spring config for rich gauge plus message handler to coerce a numeric or string payload to a double.",5
"create a gauge module
Spring config for simple gauge plus message handler to process message. There is some code common to RichGaugeHandler to coerce the payload to a double that should be refactored for reuse.",5
"Provided console output of started server
Shouldn't we have something like a ContextRefreshedEvent Listener and output some informational messages to the console, so the user knows the Container is up (Which contexts. Maybe even print a link to the docs))? Maybe even some simple ascii art (for demos)? Right now it looks somewhat barren.    Redis provides something similar.    This may even go hand in hand to provided a better configuration model (storing common config parameters centrally)      {code}     _____            _              __   _______      / ____|          (_)             \ \ / /  __ \    | (___  _ __  _ __ _ _ __   __ _   \ V /| |  | |    \___ \| '_ \| '__| | '_ \ / _` |   > < | |  | |    ____) | |_) | |  | | | | | (_| |  / . \| |__| |   |_____/| .__/|_|  |_|_| |_|\__, | /_/ \_\_____/           | |                  __/ |                         |_|  v1.0.0.M1      |___/   eXtreme Data    Using Redis at localhost:6379      The Server (PID: 12345) is now ready on http://myserver:123/streams    Documentation: https://github.com/SpringSource/spring-xd/wiki           {code}",2
"Add a groovy script processor module
A processor module that accepts either the location of a groovy script resource or an inline script (string). Also some discussion about a default classpath location for scripts. ",5
"Create config support for Redis
We would like to have Redis driven from a config property file under XD_HOME.",2
"Verify use of JMX managed bean to shutdown cleanly the xd-admin and xd-container servers
In both cases there are multiple application contexts that can be running in the process.  The JMX Managed bean should call 'close' on those application contexts.  The more detailed lifecycle of cleanly shutting down components within those application contexts is another story.",4
"Expose shutdown operation over http
This will allow for a simple way to shutdown the server via an HTTP call.  Support for security is a separate story. The end goal is to have some shell scripts distributed that can issue HTTP requests to shutdown the xd-admin and xd-container servers.    The newest version of Jolokia has the ability to boostrap itself inside an application context vs. requiring a java agent.  I suspect using the application context approach will provide us with more flexibility (e.g. property replacement etc) but not sure.",4
"Parameter parsing does not work if an argument contains '--'.
Parameter parsing does not work if an argument contains '--'.    For example:    {code}  ... | transform --expression=42 | transform --expression=--payload |...  {code}    Also, I was surprised that this worked..    {code}  | transform --expression=new StringBuilder(payload).reverse() |  {code}    ... but this didn't...    {code}  | transform --expression='new StringBuilder(payload).reverse()' |  {code}    I think we need to tokenize the argument (with ' if contains spaces) and remove any surrounding '...' from the result. This means if someone wants a SpEL literal they would have to use something like     {code}--expression=''Hello, world!''{code}    resulting in a SpEL literal 'Hello, world!'",1
"Publish golo themed docs documentation to static.springsource.org as part of nightly build
The wiki repo contains a script, gen-docs.sh, that we are planning to use to generate a pretty HTML version of the Getting Started guide.     We should consider using maven (or gradle, but there is currently an issue documented in build.gradle) to generate this and other reference docs and publish them automatically as part of a nightly build.",3
"Add HTTP Delete Stream Operation
nan",5
"Create design document for implementation strategy to support message conversion in ChannelRegistry
The conversion should be based on content-type headers, similar to the way Spring's HttpMessageConverters work (with mime types).    Also, the map of available converters should be extensible while including the most common defaults (for JSON, XML, etc). We most likely want to add a few of our own content types also (e.g. for Tuples).    Most likely, this logic and the configuration methods for extending the converter map, belong in AbstractChannelRegistry since it should be common across all implementations (i.e. the logic should be the same regardless of the transport used after-serialization/before-deserialization).",5
"Enable grouping of modules for co-located deployment
example:    {code}  a | (b | c) | d  {code}    ...where b and c modules are deployed together as a composite module.    There are 2 options (maybe more) for how we could handle that. One would be defining a CompositeModule type that simply bridges the channels (b's output to c's input in this example). The second option would be to deploy those together on the same node as modules but using the LocalChannelRegistry between them.  ",12
"Validate processing modules declare the required channels
Validate that modules have required channels declared according to their type.  Currently the stream deployer accepts processors with no input, but the stream doesn't complete. We should fail earlier and more loudly.",2
"xd-container and xd-admin should log to a file out of the box
We should have an externally editable log4j config file in a conf dir and the default should log to a file (presumably in a logs dir)",2
"Create config support based on channel registry type
We need to have the XD container & admin reading the registry specific property based on the registry type selected.   From Mark F, on one of the code review comments:  Maybe rather than having redis, rabbit, etc. properties all within a container.properties we should rely upon naming conventions instead. Specifically, we could have a single configurable property for the type of channel registry (""redis"", ""rabbit"", or ""local"" being possible values), and then we could use something like:  <import resource=""config/${registry.type}.xml""/>  <context:property-placeholder location=""config/${registry.type}.properties""/>",3
"Script to generate reference documentation from wiki and include in .zip distribution
nan",5
"Decide on location to host http reference documentation and automate upload in build scripts
nan",4
"XD should run offline
Trying to run XD offline results in an error in redis.xml because the cloudfoundry schema file is missing.  We need to add the cf-runtime jar to the classpath to resolve this.",2
"Home wiki page improvements
Add more structure, more easily find the reference guide.  The style that is here  https://github.com/snowplow/snowplow/wiki is nice. ",2
"Create project home page for SpringXD on springsource.org/spring-xd
A minimal project page of a 'top level project' page that has basic information of docs and links to the github wiki page.   No need to list maven coordinates.",4
"Create links to SpringXD on other pages of springsource.org site
bottom home page - list of projects  data/integration category landing pages - related projects.  ",4
"Document how to create a custom input/output module for existing SI channel adapters
Document how to take an existing input/output channel adapters in spring integration and add them as a XD source/sink module.    Should be as end-user focused, step by step guide as possible.    Consider including a getting started gradle/pom.xml ",6
"Document how to create a custom processor module.
The use case is to write custom code that does processing on a specific domain class (perhaps from twitter adapter) or a tuple.  Need to package up this code so that it can be used inside XD.  ",4
"Create and document a syslog aggregation example
2-3 containers (separate processes) that the stream: syslog | tcp   1 container (separate process) that aggregates the data sent from those conainers, tcp | severityFilter | hdfs              ",8
"Support exponential moving average in RichGauge 
This could easily be supported in the existing gauge by adding a setAlpha method to RichGaugeService and adding the extra parameter ""alpha"" to the gauge data (https://en.wikipedia.org/wiki/Exponential_moving_average). If not set it would default to the current behaviour (simple mean), otherwise it would calculate the exponential moving average in place of the mean.",2
"Easily switch between a single process that performs all admin and processing tasks to one that has a dedicated admin processes and distributed processing containers.
nan",13
"DefaultContainer should have a default constructor that generates a UUID
The current incrementAndGet approach based off redis will not easily be applicable in local model deployment",1
"Have three startup scripts, xd-singlenode, xd-admin, and xd-container
The xd-singlenode script will launch a main application that creates both the admin node (to process http admin requests) and the container node (to execute modules for data processing) within in the same process     the xd-admin script will launch a main application that creates only the admin node (remove current embeddedContainer options)    the xd-container script will launch a main application that creates only the container node (as it is now)",1
"The command line for xd-admin and xd-container to support an additional option, pipeProtocol, that is used to determine the middleware for sending admin requests and data between processing steps
The name 'pipeProtocol' is tentative.      1. The command line scripts for xd-admin and xd-container would support a --pipeProtocol option, with the default being to use Redis.  (Otherwise use xd-singlenode).  2. The xd-admin and xd-container scripts will use the value of pipeProtocol to set the java system property xd.pipeProtocol when launching the app.  ",1
