Issue,Storypoint
"Make App Explorer the active view by default in TiDev 2
{html}<div><p>Currently, Project Explorer is in front. Switch that to App Explorer.</p></div>{html}",1
"Implement tiapp.xml validation
{html}<div><p>As an example, see <a href= ""http://developer.appcelerator.com/question/114521/error-error-generating-rjava-from-manifest""> http://developer.appcelerator.com/question/114521/error-error-gener...</a></p></div>{html}",1
"""Run on Device"" for Android
{html}<div><p>Add a ""Run on Device"" entry for Android as we have for iOS.</p></div>{html}",1
"Add pings to Iphone events
{html}<div><p>Mobile Install on Device event:</p> <p>The method sendInstallEvent() in MobileUsageUtils should be used for this.</p></div>{html}",1
"Add pings to Android Events
{html}<div><p>Mobile Distribute App event: Use sendDistributeEvent() from MobileUsageUtils<br> Mobile Install on Device event: use sendInstallEvent() from MobileUsageUtils</p></div>{html}",1
"Add pings to Blackberry Events
{html}<div><p>Mobile Distribute App event: Use sendDistributeEvent() from MobileUsageUtils</p> <p>Mobile Install on Device event: use sendInstallEvent() from MobileUsageUtils</p> <p>Blackberry does not have devName / sdk fields for those methods. Those fields should have null passed in.</p></div>{html}",1
"Add pings to Desktop events
{html}<div><p>Desktop Launch: use sendLaunchEvent() from DesktopUsageUtils</p> <p>Desktop Package: use sendPackageEvent() from DesktopUsageUtils</p></div>{html}",1
"Create JSCA reader
Once the JSCA schema schema has been defined, we need to create code to can read schemas following that format. The reader will require the schema schema to be modified to support event handlers as types, properties, etc. are consumed by the reader.",1
"Store Analytic ping events in database
We want to store the events in a database in case the user is offline.",1
"Context info popup blocks code when using mutli-line function invocations
This is showing up particularly when using object literals inside method invocations. It looks like the popup itself needs to follow the row of the current offset; whereas, right now it basically places itself one line below the function invocation start",1
"Prompt for perspective reset if perspective layout/information has changed
We can pull this code from Studio 2. Allow us to version the perspective, and if we up the perspective version, prompt the user if they would like to reset the perspective to a new version.",1
"Close Studio or force update if user attempts to use product past pre-set expiration date
Hardcode in date of June 1, 2011. If the user reaches that date and attempts to use the product, force them to update to a new version, or shut the product down (standalone), or disabled the plugin (if used inside Eclipse)",1
"Refactor all ping related methods to a utility class
For example in newmobileprojectwizard.java. we can extract sendCreateProjectEvent to a utility class",1
"Add preferences for Titanium Desktop and Mobile SDKs
We currently don't have a way for users to adjust where their titanium desktop and mobile sdks are installed.  We will want to initialize them to   Mac: /Library/Application Support/Titanium/  Linux: ~/.titanium/  Win32: %ProgramData%\\Titanium\\",1
"Download latest SDK on initial Titanium Startup
If a user starts Titanium Studio, and does not have a SDK installed, we need to ensure they have one ready. This might be done already--if so, great. Otherwise, let's automatically download and install the latest desktop and mobile SDKs.",1
"Clean doesn't actually clean a mobile project
We need to make ""Clean"" actually remove the contents of both the build/iphone and build/android directories (but not the directory itself).  This will cause a real clean when you build the project and regenerate compiled files. ",1
"Upgrade packaged JRuby to 1.6.0 RC3
They've just released JRuby 1.6.0 RC3, which fixes a bug we saw with some users on Windows with funky default charsets. we should upgrade when possible.",1
"Allow users to download older versions of Mobile SDK
Change ""Install Titanium SDK From URL..."" to ""Install Specific Titanium SDK...""    Add radio button:  * Install from URL: Top text box will stay as before, allowing people to paste in. Add browse button to surf to local location on disk  * Install from Update stream: Cascading drop-downs  ** Contributed via extension point. Two default streams contributed  ** ""release"" stream: https://api.appcelerator.net/p/v2/release-list?name=mobilesdk (filter on OS)  ** ""continuous integration master"" stream: http://builds.appcelerator.com.s3.amazonaws.com/mobile/master/index.json (we may need to work with platform to either a) regularize the format or b) allow for the extension point to apply some regex/xpath to the JSON to grab build info)",13
"Exclude build folder from AppExplorer
When an application is building, you could see constant workspace updating in Progress view.",1
"Keep user signed in for 24 hours since last sign in if offline
Basically, if user goes offline, he currently still could continue to use TiStudio features, but until Studio restart. It would be better to have some grace period if offline.",1
"Splash/Login Screen looks empty if user is already logged in
Screenshot attached. it may be that the page should just be condensed somewhat, since I don't think we need that much space for the username/password fields. Otherwise, can we place something in the blank area that would look fine if the fields are pasted over the top?",1
"Hook up language modules to be exported in timanifest file during Desktop packaging
The code for dealing with modules was commented out by me in porting over the Ti Dev 1 packager for Desktop, since we didn't have this in our metadata or anything. We need to re-implement this now that we are keeping track of this.",1
"Enter/Return doesn't being Login on login splash screen
When you first start TI Studio, it brings up a login screen. I entered my credentials, hit Return and... nothing. It should invoke the login button.",1
"Change ""username"" label to ""email address"" in splash screen login
The username label is mis-leading. I believe we're always looking for the user's email address they used to register with.",1
"Add user-agent icons for iPhone, iPad, Android
nan",1
"Add Portal Dispatcher to Launch Specific Wizard
Could be done through a link. Suggestion is to allow the user to pass in a specific ID, i.e. com.appcelerator.titanium.ui.import.wizard",1
"Add Portal Dispatcher to Run Specific Command
Add a way for a link to trigger a specific command in Studio, i.e. ""com.appcelerator.titanium.ui.ide.update.command.updateTitanium""",1
"Add Portal Dispatcher to Open Specific View
Add a way for a link to open a specific view in the user interface, by passing the view's ID: ""com.aptana.explorer.view""",1
"Add Portal ""Recently Opened Files"" Feature
I'm assuming there is some what for portal to communicate and get a list of recently opened files from Eclipse (since Eclipse itself shows such a list), and return it as a JSON array of links that a developer could turn into clickable links on the portal page.",1
"Fix error message when user cannot login due network issues
User always gets incorrect login/password message.",1
"Fix error message when user cannot login due network issues
User always gets incorrect login/password message.",1
"Desktop Package/Distribute Wizard UI is ugly and has wrapping issues
I created the Desktop packaging wizard to mimic what was in Titanium Developer, but I had trouble getting it to look ""pretty"". Michael, you did a nice job fixing up my other nasty Ui work on wizards, maybe you can take a look?",1
"Add links to Mobile preference screen to direct user where to download Android SDK
We indicate we can't find the SDK, but let's add a link directing the user where to download it (if they don't have it already)",1
"Login between Screens
While using two screens the login form ist displayed between the screens. Screenshot attached",1
"Update the verified publisher in Windows installer to Appcelerator 
It currently shows Aptana, Inc when hovering over the installer image. Would be 5 points if it is already in correct format.",8
"Auto-wire up CA in Titanium projects
User should not have to drop jsca file into Titanium project to get CA.",1
"Add command to install beta releases of Mobile/Desktop SDKs based on URL
We need a command (probably under help) to install beta versions of Titanium Mobile/Desktop SDKs via specific URLS.  Something like the urls found at http://builds.appcelerator.com.s3.amazonaws.com/index.html  We need to be able to recognize the difference between a mobilesdk and desktop sdk download.",1
"Update Samples view to include some sort of descriptive text and platform specifications
Looking at the samples view, it should have a few extra items:  1) A description of the sample in question. 2) Allow the sample to be ""tagged"" with a variety of text phrases. We could use that for sorting/filtering. ",1
"Tiapp: surface errors/warnings in Overview Editor to Problem view and as project file decorators
Steps to Reproduce:  1. Create a new project from tiDev  2. Import the project to tiStudio  3. open tiapp.xml    Actual:  there are errors that the user need to resolve, but they do not see that indication until file is open    Expected:  To indicate to the user that there is an error on the project when they import  ",20
"Allow importing of existing projects without user modifications
In an ideal world, no user modifications would be required for a project creating in TiDev and brought into tiStudio. Not sure if thats possible or a goal, but we wanted to log it.  the issues we have encountered: TISTUD-198 TISTUD-199 ",1
"Save parameters in Android Distribute dialog for later reuse
Currently user has to reenter all fields in Android Distribute dialog. It would be more convenient to save and reuse them.",1
"Running project on iOS device gives an itunes error
Steps to Reproduce: 1. Create a new iOS project 2. Run as iOS device 3. See the console   Actual: /Library/Application Support/Titanium/mobilesdk/osx/1.7.0/iphone/itunes_sync.scpt: execution error: iTunes got an error: Can't continue update. (-1708)  Expected: No error",1
"Add deploy-targets validation when importing existing Mobile project
When importing a previously created titanium mobile project, the deploy-targets that were set for that project may not be compatible with the importing environment for various reasons like - missing SDKs or unsupported operating system. The import project wizard should display to the user any detected issues before creating the project, and perhaps offer to fix them in some cases (such as grabbing a missing SDK).  ",1
"Disable or hide any deploy-targets that are not available in the project's resources directory
Currently, the deploy targets resources are only created when a project is created. There is no scripting support for updating the resources directory by a new set of targets. To avoid any user confusion, we should probably hide those targets or gray them out with some info about the problem. ",1
"App Explorer view should transition to the Debug perspective
When the user opens a debugging session, and switches to the debug perspective, only the Eclipse Debug button is left for re-launching the application while still in the Debug perspective. This makes the user experience somewhat inconsistent because (presumably) they will be launching from the Debug button inside the App Explorer (""Titanium"" perspective). If we have the App Explorer itself exist in both perspectives, it should give the same interface for launching to the user.",1
"Remember last folder imported project from
Would be great if when importing a project, it remembered the last folder you imported from and showed the Finder/Explorer starting there.  (Like Eclipse does).  I imagine people tuck their Ti projects away in a special folder, so having it default to the last project's folder makes it just one step away from the folder containing all their projects.",1
"Update JSCA top-level metadata for better version tracking
Following the JFF schema as a model, we should add ""name"" and ""description"" properties to the top-level object. ""version"" should be changed from a Number to a String. Schema changes will also require code changes to update the model and the processing of those properties in the JSCA files.",13
"Must be able to set your own Default Project Location
Most developers I know have their own path for their development projects, often which they have been using for many years.  The Ti Studio needs the ability to change the default location to be whatever the end-developer  wants.  ",1
"Show progress when importing sample project
Git clone for kitchen sink takes around 3-4 minutes and the progress is stuck at 4%. It's somewhat confusing since I don't know whether something went wrong or it's just taking a while.  Some type of progress indicator would be nice",1
"Ability to check the build number for tiDesktop and tiMobile SDK in the about page
We should have the ability to check the build number of the SDK that we are running in tiStudio. All the information is written to a text file called version.txt in the SDK folder ",1
"Once a user has updated the SDK manually, alert the user that installation has completed successfully
Using *Help > Install Titanium SDK from URL* a user can install a SDK from a URL. However, once the installation has been completed, we should pop a toast to indicate that the installation process has completed.",1
"Re-arrange Help menu options
See attached image. Suggest the following:  ---------- Titanium Studio > Check for Titanium SDK Updates Install Titanium SDK from URL...",1
"Add templates to Titanium project creation
Similar to how web projects work. We have templates in the Titanium ruble. On project creation, once we have run the scripts, we then copy in the template files. We only have one titanium ruble at the moment--if necessary, we can create two, or somehow indicate the samples apply to mobile or desktop projects.",1
"Allow selection by CamelCase
In another I-can't-name-it Eclipse based IDE, there's a feature where you can select things based on CamelCase, instead of by word, which is very handy.    Example: If I have code like this:    /pintley/ui/components/MoreRow.js    On OS X, if I put my cursor between ""Row"" and "".js"", hold down option-shift, and hit the left arrow, it would highlight ""Row"" instead of ""MoreRow"". It's a huge timesaver, but I can see that not everyone would like it. I just want the option.",8
"Add domain and login to cloud app wizard
nan",1
"Remove auto-setting of workspace directory in Titanium Studio
Instead, let the user pick a default workspace on first launch.",1
"Notify user when mobile project creation fails
Ordinarily, we shouldn't allow the user to get this far in the process, but if they somehow manage to get here, we should alert the user to the error.",1
