Issue,Storypoint
"Segfault with ""Pure virtual method called"" when tests fail
The most recent one:    {noformat:title=DRFAllocatorTest.DRFAllocatorProcess}  [ RUN      ] DRFAllocatorTest.DRFAllocatorProcess  Using temporary directory '/tmp/DRFAllocatorTest_DRFAllocatorProcess_BI905j'  I1030 05:55:06.934813 24459 leveldb.cpp:176] Opened db in 3.175202ms  I1030 05:55:06.935925 24459 leveldb.cpp:183] Compacted db in 1.077924ms  I1030 05:55:06.935976 24459 leveldb.cpp:198] Created db iterator in 16460ns  I1030 05:55:06.935995 24459 leveldb.cpp:204] Seeked to beginning of db in 2018ns  I1030 05:55:06.936005 24459 leveldb.cpp:273] Iterated through 0 keys in the db in 335ns  I1030 05:55:06.936039 24459 replica.cpp:741] Replica recovered with log positions 0 -> 0 with 1 holes and 0 unlearned  I1030 05:55:06.936705 24480 recover.cpp:437] Starting replica recovery  I1030 05:55:06.937023 24480 recover.cpp:463] Replica is in EMPTY status  I1030 05:55:06.938158 24475 replica.cpp:638] Replica in EMPTY status received a broadcasted recover request  I1030 05:55:06.938859 24482 recover.cpp:188] Received a recover response from a replica in EMPTY status  I1030 05:55:06.939486 24474 recover.cpp:554] Updating replica status to STARTING  I1030 05:55:06.940249 24489 leveldb.cpp:306] Persisting metadata (8 bytes) to leveldb took 591981ns  I1030 05:55:06.940274 24489 replica.cpp:320] Persisted replica status to STARTING  I1030 05:55:06.940752 24481 recover.cpp:463] Replica is in STARTING status  I1030 05:55:06.940820 24489 master.cpp:312] Master 20141030-055506-3142697795-40429-24459 (pomona.apache.org) started on 67.195.81.187:40429  I1030 05:55:06.940871 24489 master.cpp:358] Master only allowing authenticated frameworks to register  I1030 05:55:06.940891 24489 master.cpp:363] Master only allowing authenticated slaves to register  I1030 05:55:06.940908 24489 credentials.hpp:36] Loading credentials for authentication from '/tmp/DRFAllocatorTest_DRFAllocatorProcess_BI905j/credentials'  I1030 05:55:06.941215 24489 master.cpp:392] Authorization enabled  I1030 05:55:06.941751 24475 master.cpp:120] No whitelist given. Advertising offers for all slaves  I1030 05:55:06.942227 24474 replica.cpp:638] Replica in STARTING status received a broadcasted recover request  I1030 05:55:06.942401 24476 hierarchical_allocator_process.hpp:299] Initializing hierarchical allocator process with master : master@67.195.81.187:40429  I1030 05:55:06.942895 24483 recover.cpp:188] Received a recover response from a replica in STARTING status  I1030 05:55:06.943035 24474 master.cpp:1242] The newly elected leader is master@67.195.81.187:40429 with id 20141030-055506-3142697795-40429-24459  I1030 05:55:06.943063 24474 master.cpp:1255] Elected as the leading master!  I1030 05:55:06.943079 24474 master.cpp:1073] Recovering from registrar  I1030 05:55:06.943313 24480 registrar.cpp:313] Recovering registrar  I1030 05:55:06.943455 24475 recover.cpp:554] Updating replica status to VOTING  I1030 05:55:06.944144 24474 leveldb.cpp:306] Persisting metadata (8 bytes) to leveldb took 536365ns  I1030 05:55:06.944172 24474 replica.cpp:320] Persisted replica status to VOTING  I1030 05:55:06.944355 24489 recover.cpp:568] Successfully joined the Paxos group  I1030 05:55:06.944576 24489 recover.cpp:452] Recover process terminated  I1030 05:55:06.945155 24486 log.cpp:656] Attempting to start the writer  I1030 05:55:06.947013 24473 replica.cpp:474] Replica received implicit promise request with proposal 1  I1030 05:55:06.947854 24473 leveldb.cpp:306] Persisting metadata (8 bytes) to leveldb took 806463ns  I1030 05:55:06.947883 24473 replica.cpp:342] Persisted promised to 1  I1030 05:55:06.948547 24481 coordinator.cpp:230] Coordinator attemping to fill missing position  I1030 05:55:06.950269 24479 replica.cpp:375] Replica received explicit promise request for position 0 with proposal 2  I1030 05:55:06.950933 24479 leveldb.cpp:343] Persisting action (8 bytes) to leveldb took 603843ns  I1030 05:55:06.950961 24479 replica.cpp:676] Persisted action at 0  I1030 05:55:06.952180 24476 replica.cpp:508] Replica received write request for position 0  I1030 05:55:06.952239 24476 leveldb.cpp:438] Reading position from leveldb took 28437ns  I1030 05:55:06.952896 24476 leveldb.cpp:343] Persisting action (14 bytes) to leveldb took 623980ns  I1030 05:55:06.952926 24476 replica.cpp:676] Persisted action at 0  I1030 05:55:06.953543 24485 replica.cpp:655] Replica received learned notice for position 0  I1030 05:55:06.954082 24485 leveldb.cpp:343] Persisting action (16 bytes) to leveldb took 511807ns  I1030 05:55:06.954107 24485 replica.cpp:676] Persisted action at 0  I1030 05:55:06.954128 24485 replica.cpp:661] Replica learned NOP action at position 0  I1030 05:55:06.954710 24473 log.cpp:672] Writer started with ending position 0  I1030 05:55:06.956215 24478 leveldb.cpp:438] Reading position from leveldb took 33085ns  I1030 05:55:06.959481 24475 registrar.cpp:346] Successfully fetched the registry (0B) in 16.11904ms  I1030 05:55:06.959616 24475 registrar.cpp:445] Applied 1 operations in 28239ns; attempting to update the 'registry'  I1030 05:55:06.962514 24487 log.cpp:680] Attempting to append 139 bytes to the log  I1030 05:55:06.962646 24474 coordinator.cpp:340] Coordinator attempting to write APPEND action at position 1  I1030 05:55:06.964146 24486 replica.cpp:508] Replica received write request for position 1  I1030 05:55:06.964962 24486 leveldb.cpp:343] Persisting action (158 bytes) to leveldb took 743389ns  I1030 05:55:06.964993 24486 replica.cpp:676] Persisted action at 1  I1030 05:55:06.965895 24473 replica.cpp:655] Replica received learned notice for position 1  I1030 05:55:06.966531 24473 leveldb.cpp:343] Persisting action (160 bytes) to leveldb took 607242ns  I1030 05:55:06.966555 24473 replica.cpp:676] Persisted action at 1  I1030 05:55:06.966578 24473 replica.cpp:661] Replica learned APPEND action at position 1  I1030 05:55:06.967706 24481 registrar.cpp:490] Successfully updated the 'registry' in 8.036096ms  I1030 05:55:06.967895 24481 registrar.cpp:376] Successfully recovered registrar  I1030 05:55:06.967993 24482 log.cpp:699] Attempting to truncate the log to 1  I1030 05:55:06.968258 24479 coordinator.cpp:340] Coordinator attempting to write TRUNCATE action at position 2  I1030 05:55:06.968268 24475 master.cpp:1100] Recovered 0 slaves from the Registry (101B) ; allowing 10mins for slaves to re-register  I1030 05:55:06.969156 24476 replica.cpp:508] Replica received write request for position 2  I1030 05:55:06.969678 24476 leveldb.cpp:343] Persisting action (16 bytes) to leveldb took 491913ns  I1030 05:55:06.969703 24476 replica.cpp:676] Persisted action at 2  I1030 05:55:06.970459 24478 replica.cpp:655] Replica received learned notice for position 2  I1030 05:55:06.971060 24478 leveldb.cpp:343] Persisting action (18 bytes) to leveldb took 573076ns  I1030 05:55:06.971124 24478 leveldb.cpp:401] Deleting ~1 keys from leveldb took 35339ns  I1030 05:55:06.971145 24478 replica.cpp:676] Persisted action at 2  I1030 05:55:06.971168 24478 replica.cpp:661] Replica learned TRUNCATE action at position 2  I1030 05:55:06.980211 24459 containerizer.cpp:100] Using isolation: posix/cpu,posix/mem  I1030 05:55:06.984153 24473 slave.cpp:169] Slave started on 203)@67.195.81.187:40429  I1030 05:55:07.055308 24473 credentials.hpp:84] Loading credential for authentication from '/tmp/DRFAllocatorTest_DRFAllocatorProcess_wULx31/credential'  I1030 05:55:06.988750 24459 sched.cpp:137] Version: 0.21.0  I1030 05:55:07.055521 24473 slave.cpp:276] Slave using credential for: test-principal  I1030 05:55:07.055726 24473 slave.cpp:289] Slave resources: cpus(*):2; mem(*):1024; disk(*):0; ports(*):[31000-32000]  I1030 05:55:07.055865 24473 slave.cpp:318] Slave hostname: pomona.apache.org  I1030 05:55:07.055881 24473 slave.cpp:319] Slave checkpoint: false  W1030 05:55:07.055889 24473 slave.cpp:321] Disabling checkpointing is deprecated and the --checkpoint flag will be removed in a future release. Please avoid using this flag  I1030 05:55:07.056172 24485 sched.cpp:233] New master detected at master@67.195.81.187:40429  I1030 05:55:07.056222 24485 sched.cpp:283] Authenticating with master master@67.195.81.187:40429  I1030 05:55:07.056717 24485 state.cpp:33] Recovering state from '/tmp/DRFAllocatorTest_DRFAllocatorProcess_wULx31/meta'  I1030 05:55:07.056851 24475 authenticatee.hpp:133] Creating new client SASL connection  I1030 05:55:07.057003 24473 status_update_manager.cpp:197] Recovering status update manager  I1030 05:55:07.057252 24488 master.cpp:3853] Authenticating scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  I1030 05:55:07.057502 24489 containerizer.cpp:281] Recovering containerizer  I1030 05:55:07.057524 24475 authenticator.hpp:161] Creating new server SASL connection  I1030 05:55:07.057688 24475 authenticatee.hpp:224] Received SASL authentication mechanisms: CRAM-MD5  I1030 05:55:07.057719 24475 authenticatee.hpp:250] Attempting to authenticate with mechanism 'CRAM-MD5'  I1030 05:55:07.057919 24481 authenticator.hpp:267] Received SASL authentication start  I1030 05:55:07.057968 24481 authenticator.hpp:389] Authentication requires more steps  I1030 05:55:07.058070 24473 authenticatee.hpp:270] Received SASL authentication step  I1030 05:55:07.058199 24485 authenticator.hpp:295] Received SASL authentication step  I1030 05:55:07.058223 24485 auxprop.cpp:81] Request to lookup properties for user: 'test-principal' realm: 'pomona.apache.org' server FQDN: 'pomona.apache.org' SASL_AUXPROP_VERIFY_AGAINST_HASH: false SASL_AUXPROP_OVERRIDE: false SASL_AUXPROP_AUTHZID: false   I1030 05:55:07.058233 24485 auxprop.cpp:153] Looking up auxiliary property '*userPassword'  I1030 05:55:07.058259 24485 auxprop.cpp:153] Looking up auxiliary property '*cmusaslsecretCRAM-MD5'  I1030 05:55:07.058290 24485 auxprop.cpp:81] Request to lookup properties for user: 'test-principal' realm: 'pomona.apache.org' server FQDN: 'pomona.apache.org' SASL_AUXPROP_VERIFY_AGAINST_HASH: false SASL_AUXPROP_OVERRIDE: false SASL_AUXPROP_AUTHZID: true   I1030 05:55:07.058302 24485 auxprop.cpp:103] Skipping auxiliary property '*userPassword' since SASL_AUXPROP_AUTHZID == true  I1030 05:55:07.058307 24485 auxprop.cpp:103] Skipping auxiliary property '*cmusaslsecretCRAM-MD5' since SASL_AUXPROP_AUTHZID == true  I1030 05:55:07.058320 24485 authenticator.hpp:381] Authentication success  I1030 05:55:07.058467 24480 master.cpp:3893] Successfully authenticated principal 'test-principal' at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  I1030 05:55:07.058493 24485 slave.cpp:3456] Finished recovery  I1030 05:55:07.058593 24478 authenticatee.hpp:310] Authentication success  I1030 05:55:07.058838 24478 sched.cpp:357] Successfully authenticated with master master@67.195.81.187:40429  I1030 05:55:07.058861 24478 sched.cpp:476] Sending registration request to master@67.195.81.187:40429  I1030 05:55:07.058969 24475 slave.cpp:602] New master detected at master@67.195.81.187:40429  I1030 05:55:07.058969 24487 status_update_manager.cpp:171] Pausing sending status updates  I1030 05:55:07.059026 24475 slave.cpp:665] Authenticating with master master@67.195.81.187:40429  I1030 05:55:07.059061 24481 master.cpp:1362] Received registration request for framework 'framework1' at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  I1030 05:55:07.059131 24481 master.cpp:1321] Authorizing framework principal 'test-principal' to receive offers for role 'role1'  I1030 05:55:07.059171 24475 slave.cpp:638] Detecting new master  I1030 05:55:07.059214 24482 authenticatee.hpp:133] Creating new client SASL connection  I1030 05:55:07.059550 24481 master.cpp:3853] Authenticating slave(203)@67.195.81.187:40429  I1030 05:55:07.059787 24487 authenticator.hpp:161] Creating new server SASL connection  I1030 05:55:07.059922 24481 master.cpp:1426] Registering framework 20141030-055506-3142697795-40429-24459-0000 (framework1) at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  I1030 05:55:07.059996 24474 authenticatee.hpp:224] Received SASL authentication mechanisms: CRAM-MD5  I1030 05:55:07.060034 24474 authenticatee.hpp:250] Attempting to authenticate with mechanism 'CRAM-MD5'  I1030 05:55:07.060117 24474 authenticator.hpp:267] Received SASL authentication start  I1030 05:55:07.060165 24474 authenticator.hpp:389] Authentication requires more steps  I1030 05:55:07.060377 24476 hierarchical_allocator_process.hpp:329] Added framework 20141030-055506-3142697795-40429-24459-0000  I1030 05:55:07.060394 24488 sched.cpp:407] Framework registered with 20141030-055506-3142697795-40429-24459-0000  I1030 05:55:07.060403 24476 hierarchical_allocator_process.hpp:697] No resources available to allocate!  I1030 05:55:07.060431 24476 hierarchical_allocator_process.hpp:659] Performed allocation for 0 slaves in 29857ns  I1030 05:55:07.060443 24488 sched.cpp:421] Scheduler::registered took 19407ns  I1030 05:55:07.060545 24478 authenticatee.hpp:270] Received SASL authentication step  I1030 05:55:07.060645 24478 authenticator.hpp:295] Received SASL authentication step  I1030 05:55:07.060673 24478 auxprop.cpp:81] Request to lookup properties for user: 'test-principal' realm: 'pomona.apache.org' server FQDN: 'pomona.apache.org' SASL_AUXPROP_VERIFY_AGAINST_HASH: false SASL_AUXPROP_OVERRIDE: false SASL_AUXPROP_AUTHZID: false   I1030 05:55:07.060685 24478 auxprop.cpp:153] Looking up auxiliary property '*userPassword'  I1030 05:55:07.060714 24478 auxprop.cpp:153] Looking up auxiliary property '*cmusaslsecretCRAM-MD5'  I1030 05:55:07.060740 24478 auxprop.cpp:81] Request to lookup properties for user: 'test-principal' realm: 'pomona.apache.org' server FQDN: 'pomona.apache.org' SASL_AUXPROP_VERIFY_AGAINST_HASH: false SASL_AUXPROP_OVERRIDE: false SASL_AUXPROP_AUTHZID: true   I1030 05:55:07.060760 24478 auxprop.cpp:103] Skipping auxiliary property '*userPassword' since SASL_AUXPROP_AUTHZID == true  I1030 05:55:07.060770 24478 auxprop.cpp:103] Skipping auxiliary property '*cmusaslsecretCRAM-MD5' since SASL_AUXPROP_AUTHZID == true  I1030 05:55:07.060788 24478 authenticator.hpp:381] Authentication success  I1030 05:55:07.060920 24474 authenticatee.hpp:310] Authentication success  I1030 05:55:07.060945 24485 master.cpp:3893] Successfully authenticated principal 'test-principal' at slave(203)@67.195.81.187:40429  I1030 05:55:07.061388 24489 slave.cpp:722] Successfully authenticated with master master@67.195.81.187:40429  I1030 05:55:07.061504 24489 slave.cpp:1050] Will retry registration in 4.778336ms if necessary  I1030 05:55:07.061718 24480 master.cpp:3032] Registering slave at slave(203)@67.195.81.187:40429 (pomona.apache.org) with id 20141030-055506-3142697795-40429-24459-S0  I1030 05:55:07.062119 24489 registrar.cpp:445] Applied 1 operations in 53691ns; attempting to update the 'registry'  I1030 05:55:07.065182 24479 log.cpp:680] Attempting to append 316 bytes to the log  I1030 05:55:07.065337 24487 coordinator.cpp:340] Coordinator attempting to write APPEND action at position 3  I1030 05:55:07.066359 24474 replica.cpp:508] Replica received write request for position 3  I1030 05:55:07.066643 24474 leveldb.cpp:343] Persisting action (335 bytes) to leveldb took 249579ns  I1030 05:55:07.066671 24474 replica.cpp:676] Persisted action at 3  I../../src/tests/allocator_tests.cpp:120: Failure  Failed to wait 10secs for offers1  1030 05:55:07.067101 24477 slave.cpp:1050] Will retry registration in 24.08243ms if necessary  I1030 05:55:07.067140 24473 master.cpp:3020] Ignoring register slave message from slave(203)@67.195.81.187:40429 (pomona.apache.org) as admission is already in progress  I1030 05:55:07.067395 24488 replica.cpp:655] Replica received learned notice for position 3  I1030 05:55:07.943416 24478 hierarchical_allocator_process.hpp:697] No resources available to allocate!  I1030 05:55:19.804687 24478 hierarchical_allocator_process.hpp:659] Performed allocation for 0 slaves in 11.861261123secs  I1030 05:55:11.942713 24474 master.cpp:120] No whitelist given. Advertising offers for all slaves  I1030 05:55:19.805850 24488 leveldb.cpp:343] Persisting action (337 bytes) to leveldb took 1.067224ms  I1030 05:55:19.806012 24488 replica.cpp:676] Persisted action at 3  ../../src/tests/allocator_tests.cpp:115: Failure  Actual function call count doesn't match EXPECT_CALL(sched1, resourceOffers(_, _))...           Expected: to be called once             Actual: never called - unsatisfied and active  I1030 05:55:19.806144 24488 replica.cpp:661] Replica learned APPEND action at position 3  I1030 05:55:19.806695 24473 master.cpp:768] Framework 20141030-055506-3142697795-40429-24459-0000 (framework1) at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429 disconnected  I1030 05:55:19.806726 24473 master.cpp:1731] Disconnecting framework 20141030-055506-3142697795-40429-24459-0000 (framework1) at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  I1030 05:55:19.806751 24473 master.cpp:1747] Deactivating framework 20141030-055506-3142697795-40429-24459-0000 (framework1) at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  I1030 05:55:19.806967 24473 master.cpp:790] Giving framework 20141030-055506-3142697795-40429-24459-0000 (framework1) at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429 0ns to failover  ../../src/tests/allocator_tests.cpp:94: Failure  Actual function call count doesn't match EXPECT_CALL(allocator, slaveAdded(_, _, _))...           Expected: to be called once             Actual: never called - unsatisfied and active  F1030 05:55:19.806967 24480 logging.cpp:57] RAW: Pure virtual method called  I1030 05:55:19.807348 24488 master.cpp:3665] Framework failover timeout, removing framework 20141030-055506-3142697795-40429-24459-0000 (framework1) at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  I1030 05:55:19.807370 24488 master.cpp:4201] Removing framework 20141030-055506-3142697795-40429-24459-0000 (framework1) at scheduler-c98e7aac-d03f-464a-aa75-61208600e196@67.195.81.187:40429  *** Aborted at 1414648519 (unix time) try ""date -d @1414648519"" if you are using GNU date ***  PC: @           0x91bc86 process::PID<>::PID()  *** SIGSEGV (@0x0) received by PID 24459 (TID 0x2b86c919a700) from PID 0; stack trace: ***  I1030 05:55:19.808631 24489 registrar.cpp:490] Successfully updated the 'registry' in 12.746377984secs      @     0x2b86c55fc340 (unknown)  I1030 05:55:19.808938 24473 log.cpp:699] Attempting to truncate the log to 3      @     0x2b86c3327174  google::LogMessage::Fail()  I1030 05:55:19.809084 24481 coordinator.cpp:340] Coordinator attempting to write TRUNCATE action at position 4      @           0x91bc86 process::PID<>::PID()      @     0x2b86c332c868  google::RawLog__()  I1030 05:55:19.810191 24479 replica.cpp:508] Replica received write request for position 4  I1030 05:55:19.810899 24479 leveldb.cpp:343] Persisting action (16 bytes) to leveldb took 678090ns  I1030 05:55:19.810919 24479 replica.cpp:676] Persisted action at 4      @           0x91bf24 process::Process<>::self()  I1030 05:55:19.811635 24485 replica.cpp:655] Replica received learned notice for position 4  I1030 05:55:19.812180 24485 leveldb.cpp:343] Persisting action (18 bytes) to leveldb took 523927ns  I1030 05:55:19.812228 24485 leveldb.cpp:401] Deleting ~2 keys from leveldb took 29523ns  I1030 05:55:19.812242 24485 replica.cpp:676] Persisted action at 4  I    @     0x2b86c29d2a36  __cxa_pure_virtual  1030 05:55:19.812258 24485 replica.cpp:661] Replica learned TRUNCATE action at position 4      @          0x1046936  testing::internal::UntypedFunctionMockerBase::UntypedInvokeWith()  I1030 05:55:19.829655 24474 slave.cpp:1050] Will retry registration in 31.785967ms if necessary      @           0x9c0633  testing::internal::FunctionMockerBase<>::InvokeWith()      @           0x9b6152  testing::internal::FunctionMocker<>::Invoke()      @           0x9abdeb  mesos::internal::tests::MockAllocatorPr...",5
"Allow slave to checkpoint resources.
The checkpointed resources are independent of the slave lifecycle. In other words, even if the slave host reboots, it'll still recover the checkpointed resources (unlike other checkpointed data). The slave needs to verify during startup that the checkpointed resources are compatible with the resources of the slave (specified using --resources flag).",5
"Maintain persistent disk resources in master memory.
Maintain an in-memory data structure to track persistent disk resources on each slave. Update this data structure when slaves register/re-register/disconnect, etc.",3
"Manage persistent directories on slave.
Whenever a slave sees a persistent disk resource (in ExecutorInfo or TaskInfo) that is new to it, it will create a persistent directory which is for tasks to store persistent data.    The slave needs to do the following after it's created:  1) symlink into the executor sandbox so that tasks/executor can see it  2) garbage collect it once it is released by the framework",5
"Update Maintenance design to account for persistent resources.
With persistent resources and dynamic reservations, frameworks need to know how long the resources will be unavailable for maintenance operations.    This is because for persistent resources, the framework needs to understand how long the persistent resource will be unavailable. For example, if there will be a 10 minute reboot for a kernel upgrade, the framework will not want to re-replicate all of it's persistent data on the machine. Rather, tolerating one unavailable replica for the maintenance window would be preferred.    I'd like to do a revisit of the design to ensure it works well for persistent resources as well.",13
"Documentation for isolator filesystem/shared.
nan",1
"Documentation for isolator namespaces/pid.
nan",1
"Add reason to containerizer proto Termination
When an isolator kills a task, the reason is unknown. As part of MESOS-1830, the reason is set to a general one but ideally we would have the termination reason to pass through to the status update.",5
"Framework auth fail with timeout error and never get authenticated
I'm facing this issue in master as of https://github.com/apache/mesos/commit/74ea59e144d131814c66972fb0cc14784d3503d4    As [~adam-mesos] mentioned in IRC, this sounds similar to MESOS-1866. I'm running 1 master and 1 scheduler (aurora). The framework authentication fail due to time out:    error on mesos master:    {code}  I1104 19:37:17.741449  8329 master.cpp:3874] Authenticating scheduler-d2d4437b-d375-4467-a583-362152fe065a@SCHEDULER_IP:8083  I1104 19:37:17.741585  8329 master.cpp:3885] Using default CRAM-MD5 authenticator  I1104 19:37:17.742106  8336 authenticator.hpp:169] Creating new server SASL connection  W1104 19:37:22.742959  8329 master.cpp:3953] Authentication timed out  W1104 19:37:22.743548  8329 master.cpp:3930] Failed to authenticate scheduler-d2d4437b-d375-4467-a583-362152fe065a@SCHEDULER_IP:8083: Authentication discarded  {code}    scheduler error:  {code}  I1104 19:38:57.885486 49012 sched.cpp:283] Authenticating with master master@MASTER_IP:PORT  I1104 19:38:57.885928 49002 authenticatee.hpp:133] Creating new client SASL connection  I1104 19:38:57.890581 49007 authenticatee.hpp:224] Received SASL authentication mechanisms: CRAM-MD5  I1104 19:38:57.890656 49007 authenticatee.hpp:250] Attempting to authenticate with mechanism 'CRAM-MD5'  W1104 19:39:02.891196 49005 sched.cpp:378] Authentication timed out  I1104 19:39:02.891850 49018 sched.cpp:338] Failed to authenticate with master master@MASTER_IP:PORT: Authentication discarded  {code}    Looks like 2 instances {{scheduler-20f88a53-5945-4977-b5af-28f6c52d3c94}} & {{scheduler-d2d4437b-d375-4467-a583-362152fe065a}} of same framework is trying to authenticate and fail.  {code}  W1104 19:36:30.769420  8319 master.cpp:3930] Failed to authenticate scheduler-20f88a53-5945-4977-b5af-28f6c52d3c94@SCHEDULER_IP:8083: Failed to communicate with authenticatee  I1104 19:36:42.701441  8328 master.cpp:3860] Queuing up authentication request from scheduler-d2d4437b-d375-4467-a583-362152fe065a@SCHEDULER_IP:8083 because authentication is still in progress  {code}    Restarting master and scheduler didn't fix it.     This particular issue happen with 1 master and 1 scheduler after MESOS-1866 is fixed.",5
"Use one IP address per container for network isolation
If there are enough IP addresses, either IPv4 or IPv6, we should use one IP address per container, instead of the ugly port range based solution. One problem with this is the IP address management, usually it is managed by a DHCP server, maybe we need to manage them in mesos master/slave.    Also, maybe use macvlan instead of veth for better isolation.",40
"Pull Metrics struct out of Master and Slave to improve readability
nan",2
"RunState::recover should always recover 'completed'
RunState::recover() will return partial state if it cannot find or open the libprocess pid file. Specifically, it does not recover the 'completed' flag.    However, if the slave has removed the executor (because launch failed or the executor failed to register) the sentinel flag will be set and this fact should be recovered. This ensures that container recovery is not attempted later.    This was discovered when the LinuxLauncher failed to recover because it was asked to recover two containers with the same forkedPid. Investigation showed the executors both OOM'ed before registering, i.e., no libprocess pid file was present. However, the containerizer had detected the OOM, destroyed the container, and notified the slave which cleaned everything up: failing the task and calling removeExecutor (which writes the completed sentinel file.)",1
"MesosContainerizerExecuteTest.IoRedirection test is flaky
Observed this on ASF CI:    {code}  [ RUN      ] MesosContainerizerExecuteTest.IoRedirection  Using temporary directory '/tmp/MesosContainerizerExecuteTest_IoRedirection_PbBn8a'  I1108 00:34:25.820514 30391 containerizer.cpp:100] Using isolation: posix/cpu,posix/mem  I1108 00:34:25.821048 30411 containerizer.cpp:424] Starting container 'test_container' for executor 'executor' of framework ''  I1108 00:34:25.824015 30411 launcher.cpp:137] Forked child with pid '4221' for container 'test_container'  I1108 00:34:25.825438 30408 containerizer.cpp:571] Fetching URIs for container 'test_container' using command '/home/jenkins/jenkins-slave/workspace/Mesos-Trunk-Ubuntu-Build-Out-Of-Src-Disable-Java-Disable-Python-Disable-Webui/build/src/mesos-fetcher'  I1108 00:34:25.984254 30419 containerizer.cpp:1117] Executor for container 'test_container' has exited  I1108 00:34:25.984341 30419 containerizer.cpp:946] Destroying container 'test_container'  ../../src/tests/containerizer_tests.cpp:487: Failure  Value of: (os::read(path::join(directory, ""stderr""))).get()    Actual: ""I1108 00:34:25.872990  4224 logging.cpp:177] Logging to STDERR\nthis is stderr\n""  Expected: errMsg + ""\n""  Which is: ""this is stderr\n""  [  FAILED  ] MesosContainerizerExecuteTest.IoRedirection (185 ms)  [----------] 1 test from MesosContainerizerExecuteTest (185 ms total)  {code}",1
"Refactor fetcher code in preparation for fetcher cache
Refactor/rearrange fetcher-related code so that cache functionality can be dropped in. One could do both together in one go. This is splitting up reviews into smaller chunks. It will not immediately be obvious how this change will be used later, but it will look better-factored and still do the exact same thing as before. In particular, a download routine to be reused several times in launcher/fetcher will be factored out and the remainder of fetcher-related code can be moved from the containerizer realm into fetcher.cpp.",1
"Concurrency control for fetcher cache
Having added a URI flag to CommandInfo messages (in MESOS-2069) that indicates caching, caching files downloaded by the fetcher in a repository, now ensure that when a URI is ""cached"", it is only ever downloaded once for the same user on the same slave as long as the slave keeps running.     This even holds if multiple tasks request the same URI concurrently. If multiple requests for the same URI occur, perform only one of them and reuse the result. Make concurrent requests for the same URI wait for the one download.     Different URIs from different CommandInfos can be downloaded concurrently.    No cache eviction, cleanup or failover will be handled for now. Additional tickets will be filed for these enhancements. (So don't use this feature in production until the whole epic is complete.)    Note that implementing this does not suffice for production use. This ticket contains the main part of the fetcher logic, though. See the epic MESOS-336 for the rest of the features that lead to a fully functional fetcher cache.    The proposed general approach is to keep all bookkeeping about what is in which stage of being fetched and where it resides in the slave's MesosContainerizerProcess, so that all concurrent access is disambiguated and controlled by an ""actor"" (aka libprocess ""process"").    Depends on MESOS-2056 and MESOS-2069.  ",8
"Deprecate stats.json endpoints for Master and Slave
With the introduction of the libprocess {{/metrics/snapshot}} endpoint, metrics are now duplicated in the Master and Slave between this and {{stats.json}}. We should deprecate the {{stats.json}} endpoints.    Manual inspection of {{stats.json}} shows that all metrics are now covered by the new endpoint for Master and Slave.",1
"Add InverseOffer protobuf message.
InverseOffer was defined as part of the maintenance work in MESOS-1474, design doc here: https://docs.google.com/document/d/16k0lVwpSGVOyxPSyXKmGC-gbNmRlisNEe4p-fAUSojk/edit?usp=sharing    {code}  /**   * A request to return some resources occupied by a framework.   */  message InverseOffer {    required OfferID id = 1;    required FrameworkID framework_id = 2;      // A list of resources being requested back from the framework.    repeated Resource resources = 3;      // Specified if the resources need to be released from a particular slave.    optional SlaveID slave_id = 4;      // The resources in this InverseOffer are part of a planned maintenance    // schedule in the specified window.  Any tasks running using these    // resources may be killed when the window arrives.    optional Interval unavailability = 5;  }  {code}    This ticket is to capture the addition of the InverseOffer protobuf to mesos.proto, the necessary API changes for Event/Call and the language bindings will be tracked separately.",3
"Add InverseOffer to Event/Call API.
The initial use case for InverseOffer in the framework API will be the maintenance primitives in mesos: MESOS-1474.    One way to add this is to tack it on to the OFFERS Event:    {code}  message Offers {    repeated Offer offers = 1;    repeated InverseOffer inverse_offers = 2;  }  {code}",3
"Add InverseOffer to C++ Scheduler API.
The initial use case for InverseOffer in the framework API will be the maintenance primitives in mesos: MESOS-1474.    One way to add these to the C++ Scheduler API is to add a new callback:    {code}    virtual void inverseResourceOffers(        SchedulerDriver* driver,        const std::vector<InverseOffer>& inverseOffers) = 0;  {code}    libmesos compatibility will need to be figured out here.    We may want to leave the C++ binding untouched in favor of Event/Call, in order to not break API compatibility for schedulers.",5
