Issue,Storypoint
"NPE in generated code for provider TOS job
I was able to generate a job that is constantly producing an NPE inside the generated code.     Exported job is in attachment.    Tested on 4.2.0M4    Stacktrace:  {code}  web service [endpoint: http://127.0.0.1:8088/esb/provider] published  Mar 8, 2011 2:01:44 PM org.apache.cxf.phase.PhaseInterceptorChain doDefaultLogging  WARNING: Application {http://talend.org/esb/service/job}SimpleWebService#{http://talend.org/esb/service/job}invoke has thrown exception, unwinding now  org.apache.cxf.interceptor.Fault    org.apache.cxf.service.invoker.AbstractInvoker.createFault(AbstractInvoker.java:155)    org.apache.cxf.jaxws.AbstractJAXWSMethodInvoker.createFault(AbstractJAXWSMethodInvoker.java:86)    org.apache.cxf.service.invoker.AbstractInvoker.invoke(AbstractInvoker.java:121)    org.apache.cxf.jaxws.JAXWSMethodInvoker.invoke(JAXWSMethodInvoker.java:60)    org.apache.cxf.service.invoker.AbstractInvoker.invoke(AbstractInvoker.java:75)    org.apache.cxf.interceptor.ServiceInvokerInterceptor$1.run(ServiceInvokerInterceptor.java:58)    java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441)    java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)    java.util.concurrent.FutureTask.run(FutureTask.java:138)    org.apache.cxf.workqueue.SynchronousExecutor.execute(SynchronousExecutor.java:37)    org.apache.cxf.interceptor.ServiceInvokerInterceptor.handleMessage(ServiceInvokerInterceptor.java:106)    org.apache.cxf.phase.PhaseInterceptorChain.doIntercept(PhaseInterceptorChain.java:255)    org.apache.cxf.transport.ChainInitiationObserver.onMessage(ChainInitiationObserver.java:113)    org.apache.cxf.transport.http_jetty.JettyHTTPDestination.serviceRequest(JettyHTTPDestination.java:311)    org.apache.cxf.transport.http_jetty.JettyHTTPDestination.doService(JettyHTTPDestination.java:280)    org.apache.cxf.transport.http_jetty.JettyHTTPHandler.handle(JettyHTTPHandler.java:72)    org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:922)    org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:860)    org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:117)    org.eclipse.jetty.server.handler.ContextHandlerCollection.handle(ContextHandlerCollection.java:247)    org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:114)    org.eclipse.jetty.server.Server.handle(Server.java:352)    org.eclipse.jetty.server.HttpConnection.handleRequest(HttpConnection.java:596)    org.eclipse.jetty.server.HttpConnection$RequestHandler.content(HttpConnection.java:1066)    org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:805)    org.eclipse.jetty.http.HttpParser.parseAvailable(HttpParser.java:218)    org.eclipse.jetty.server.HttpConnection.handle(HttpConnection.java:426)    org.eclipse.jetty.io.nio.SelectChannelEndPoint.handle(SelectChannelEndPoint.java:510)    org.eclipse.jetty.io.nio.SelectChannelEndPoint.access$000(SelectChannelEndPoint.java:34)    org.eclipse.jetty.io.nio.SelectChannelEndPoint$1.run(SelectChannelEndPoint.java:40)    org.eclipse.jetty.util.thread.QueuedThreadPool$2.run(QueuedThreadPool.java:450)    java.lang.Thread.run(Thread.java:680)  Caused by: java.lang.NullPointerException    org.dom4j.io.DocumentInputSource.<init>(DocumentInputSource.java:37)    org.dom4j.io.DocumentSource.setDocument(DocumentSource.java:80)    org.dom4j.io.DocumentSource.<init>(DocumentSource.java:57)    test.simplewebservice_0_1.SimpleWebService$1ESBProvider_tESBProviderRequest_1.invoke(SimpleWebService.java:747)    test.simplewebservice_0_1.SimpleWebService$1ESBProvider_tESBProviderRequest_1.invoke(SimpleWebService.java:1)    sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)    sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)    sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)    java.lang.reflect.Method.invoke(Method.java:597)    org.apache.cxf.service.invoker.AbstractInvoker.performInvocation(AbstractInvoker.java:173)    org.apache.cxf.service.invoker.AbstractInvoker.invoke(AbstractInvoker.java:89)  	... 29 more  Job SimpleWebService ended at 14:01 08/03/2011. [exit code=0]  {code}",1
"Project name should be also used for Service ID (QName) generation
For generated jobs that are created with tESBProvider components, service ID (QName) in the generated WSDL should not only depend on the job name but also include a project name.",1
"Deliver tESB components and associated libraries inside the Eclipse Plugin
nan",3
"Error with lock on mysql tables when persisting events
When an event is written the code first gets the next event id from a sequence. In mysql this causes a hang which after some time results in a timeout getting locks.     The workaround was to remove the @Transactional annotation on the writeEvent method in EventRepositoryImpl. We should solve the problem to be able to use transactions again.",3
"Improve building of the Rent a Car Demo for different scenarios
As a developer I want to be able to compile the Rent a Car demo for different scenarios (locator, monitoring, sts, ....) without having to change the config files.    Today only the basic Rent a Car demo can be compiled out of the box. To compile more compley samples, such as the locator sample, the user has first to change the spring configurations of most of the Rent a Car projects before he can recompile it. Worse, if he compiled another scenario before, he has first to remove the specific configuration of the scenario before.    Therefore enable the build to provide a way via maven profiles to compile the different scenarios without having to change source code or configuration. Without specifying a profile the the basic demo should be built, specifying a profile ""locator"" should build the locator enabled demo.    - The build system must be prepared to include further profiles for additional scenarios  - The jars created by different profiles must get scenario specific names, e.g. crmservice-service-locaor-4.0.jar    h4. Acceptance Criteria  I must be possible to first compile the basic Rent a Car demo with one maven command, then without changing anything to compile with a second maven command the Rent a Car locator enabled sample.",2
"Improve the Getting Started Guide
As a Developer I want to have a demo that is easy to follow and where the likelihood of success is very high.    - Incorporate Glenns DocBook improvements  - Work on PO's review remarks.    See attachments for details    h4. Some Highlights  * Compile of Rent a Car demo must possible in one step  * Deploy sample to Karaf by using feature descriptions and not copying each jar into the deploy dir  * Distribute sample to at least two containers  * Make locator sample more realistic by having several instances of the services.  * Describe how to enable the sample in Eclipse     h4. Acceptance Criteria  PO or other person with similar background must be able to get each demo running within 10 minutes.",3
"Build and test the package with the latest Camel and CXF versions
We will release Talend ESB 4.0 with Camel 2.7.0 and CXF 2.4.0.. We should therefore upgrade the build to use Camel 2.7.0 and CXF 2.4.0 snapshot (2.4. is not yet released). To be able to fix things in CXF if necessary we should test  our additional components and samples with latest CXF snapshot.    - Test our additional components, service locator, sam, and integration with sts.  - Execute all our samples, especially the Rent a Car demo.  - Execute 2-3 examples of tsf and tif  - Protocol all the tests",2
"Improvements for the release packages
a) talend-esb-4.0.tar.gz  README.txt  * Introduction is getting a bit long (obviously it is the union of the tsf + tif intro), but misses to really talk about Talend ESB  * In the main section Camel is missing, also the additional TESB components (locator + sam) should get described    b) talend-esb-4.0-doc.tar.gz  Add a pom file in the example directory that is just an umbrella to build all samples.",2
"Make sure our delivery is compliant with legal requirements
For our delivery we should make sure we have  * License file with the license of the package we deliver.  * All licenses for all 3rd party libraries we deliver with our package  * All of 3rd party libraries listed in *notice.txt* file together with the license name and location on where to find source. Please see any SOPERA delivery we did for the last 5 years for the example.  ",1
"Generated JOB class should have ESB-specific methods
nan",3
"Prepare contents for tESB Components Documentation
Prepare documentation content for Technical Writer.",3
"[Service Locator] Handling of connectionTimeout and sessionTimeout properties in client spring configuration
Invalid values are not rejected by exception  Valid value are not used - defaults are used instead",2
"Make tESB Provider and Consumer components compatible to new ESB API
As a Talend Job Developer I would like to deploy Talend Jobs in OSGi container (Talend ESB) so that I could use other ESB services at runtime.",3
"Make sure tESB Consumer Component are working in TOS
* As a Talend Job Developer I would like to use tESB Consumer Component in my Jobs with TOS so that my jobs would reuse other (web) services.  * As a Talend Enterprise Job Developer I would like to use tESBConsumer Component in my Jobs with TIS using TIS Metadata repository, so that I could reuse same metadata in multiple Jobs.  ",2
"GWT knowhow acquisition
We are going to use GWT + Ext GWT for Talend Web GUIs",3
"Getting Started Guide references STS documentation, but it's not included in the package
The Getting Started Guide (p. 29) refers to  a ""CXF STS server Installation and Configuration Manual"" for instructions on how to setup an STS, but this document is not included in the package.    Either     a) include the documentaion in the package or   b) insert the steps required to get the STS set up and running into the Getting Started Guide (preferable).    ",1
"Shell scripts to run service locator / zookeeper are not executable under Linux / Mac OS X
The shell scripts to run the service locator (aka zookeeper) that can be found under zookeeper/bin are not execuatble. Make them executable for all.",1
"In the 'add-ons' directory,  'Locator' and 'Monitoring' should have a lower case first letter.
All othe directories are in lower case. To avoid confusion also these two directories should follow the convention.     Hint: Don't forget to also update the naming inscripts referencing the directories.  ",1
"Rent a Car related directories are intermingled with the other examples
At the moment it is not clear which directories under examples belong to the Rent a Car demo and which are examples of their own. Also at temoment it is not possible to build all examples with one maven command.    Create under examples a directory rent_a_car directory and move all directories related to the Rent a Car Demo und the new directory. Create a maven pom file in examples/rent_a_car that builds the different tutorials. Update the Getting started guide accordingly.  Change examples/pom.xml to build all examples including rent a Car.",2
"The STS based Rent a Car Tutorial does not work if running Karaf container is located next to examples directory
CRMService has the wsdlLocation '../examples/tesb/crmservice/common/src/main/resources/model/CRMService-sts.wsd'. If examples directory of package is not sibling of runtime container the demo breaks. For the actual stacktrace see attachment.",1
"Builds for examples/sam and examples/locator fail because TESB jars missing in maven central
Maven when building the examples/sam and examples/locator assumes the TESB jars sam-agent-4.0.jar, sam-common-4.0.jar, and locator-4.0.jar in the maven repository. If you do not build the whole TESB project from scratch you normally don't have them in your maven repository.",2
"compile of the samples with maven is failed
compile of the samples with maven is failed.  Just go to the talend-esb-4.0\examples\ and execute: mvn clean install  In result:  ...  [INFO] SOAP/JMS Transport Specification Example Service .. FAILURE [27.682s]  ...  [ERROR] Failed to execute goal on project jms-spec-server: Could not resolve dep  endencies for project com.talend.sf.examples.jaxws-jms-spec:jms-spec-server:bund  le:1.0: Could not find artifact org.apache.cxf:cxf-rt-transports-jms:jar:2.4.0-S  NAPSHOT -> [Help 1]  [ERROR]  ...  and build is failed.    build log in attach      P.S. the same error with   mvn clean install -Psnapshots",1
"Getting Started Guide is missing information how to see sam events in database
Chapter 8.5 in the Getting Started Guide claims to describe how to see the sam events in the database, but important information is missing.  Information missing:  - jdbc url of the event database  - user name and password.  - short overview what the contents of the table is (or at least a reference)",1
"Getting Started Guide is missing description of configuration changes to be done for locator, sam, and sts  examples.
The  Getting Started Guide describes how to build the different examples, but does not describe what the configuration steps are a user would need to do manually to get the features enabled.  The guide should at least describe the necessary changes needed in the spring configurations to enable the different features.  ",1
"In the STS based tutorial not only the CRMService should be secured, but also the ReservationService
Extend the demo to also secure the requests to the ReservationService likr for the CRMService.",1
"Encryption in the STS based Rent a Car demo makes the scenario more complex than necessary.
nan",1
"Locator example is missing a README file
nan",1
"Dependent tesb-locator-client feature is not installed when tesb-services-locator feature is installed.
When running the demo described in chapter 7 ""Enabling the Service Locator for the Rent a Car demo"" of the Getting Started Guide.  the step ""features:install tesb-rac-services-locator1"" leads to the following error:  Error executing command: Could not start bundle mvn:org.talend.esb.examples/crmservice-service-endpoint-locator1/4.0 in feature(s) tesb-rac-services-locator1-4.0: The bundle ""crmservice-service-endpoint-locator1_4.0.0 [162]"" could not be resolved. Reason: Missing Constraint: Import-Package: org.talend.esb.locator; version=""0.0.0""  When explicitly installing feature ""tesb-locator-client"" before, executing the step is successful.  This only happens if one of other demos was run before on the same container.    Expectations is that even if the container was manipulated before the demo steps should work as described in the guide.  ",3
"Enable the ESB_Runtime build to exclusevly use Nexus repository for build.
nan",3
"Recheck NOTICE file 
Make sure that the NOTICE is up-to-date.  ",1
"Provide code quality checks and reports in build
- Integrate checkstyle plugin for the build, generate a report and also do violation check. At the moment do not fail if there are violations. Use the cxf set of checkstyle rules.  - Integrate PMD plugin for the build, generate a report and also do violation check. At the moment do not fail if there are violations. Use the cxf set of PMD rules.  - Generate a unit test coverage report.  - Prepare the build to be able to fail on checkstyle and PMD rule violations",2
"Enable Hyperic to monitor CXF
- Provide plugin that allows to monitor CXF services that run in a Tomcat container or in a Talend ESB container (Equinox / Karaf).  - All properties provided by CXf should be available  - Autodiscovery of CXF services by Hyperic Agent should be possible  - Document how to enable CXF for management, how to deploy and configure the hyperic plugin to the hyperic agents and server. Describe what has to be configured in Tomcat / OSGi container. If documentation is already available else where reference is also fine.",5
